row,id,nation,localita,titolo,data_incoronazione,autorizza,data_verificata,incoronazione,match,image_id,image_locality,image_title,image_dates,image_series,date_agrees,annotazioni
644,488,Italia,Roma,Santa Maria Immacolata del Miracolo,17-1-1892,Capitolo,sì,1,,,,,,,,
645,490,Italia,Roma,Santa Maria della Pietà,7-2-1892,#,no,#,,,,,,,,Frate Anselmo: data l'incoronazione 7 febbraio 1892. Nessun riferimento in internet.
646,310,Francia,Périgueux,Nostra Signora Du Grand Pouvoir,24-5-1892,Capitolo,sì,1,place+title+year,notre-dame-du-grand-pouvoir-perigueux,Périgueux,Notre Dame Du Grand Pouvoir,1892-05-24,LIT,yes,ERR - Frate Anselmo: scambia la data del decreto con quella dell'incoronazione e la colloca a Périgneux
647,338,Germania,Kevelaer,Nostra Signora Consolatrix Afflictorum,1-6-1892,B.P.,sì,1,place+title,trosterin-der-betrubten-kevelaer-kevelaer,Kevelaer,Trosterin der Betrübten (Kevelaer),1890,AAS,no,ERR - Frate Anselmo: non la cita.
648,377,Italia,Castellammare di Stabia,Santa Maria dell'Orto,21-8-1892,Capitolo,sì,1,,,,,,,,
649,350,Italia,Viggiano,Santa Maria del Monte,4-9-1892,Capitolo,sì,1,place+title+year,madonna-del-monte-di-viggiano-viggiano,Viggiano,Madonna del Monte di Viggiano,1892-09-04; 1991-04-28,AAS+LIT,yes,
650,308,Francia,Pays de Belvès,Nostra Signora Addolorata,8-9-1892,#,sì,#,,,,,,,,ERR - Frate Anselmo: data l'incoronazione 1 febbraio 1888 e la colloca a N.S. di Capelon a Perigueux.
651,562,Italia,Crema,Madonna delle Grazie,8-9-1892,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: non la cita.
652,306,Francia,Aixe sur Vienne,Nostra Signora di Arliquet,25-9-1892,B.P.,sì,1,,,,,,,,ERR - Frate Anselmo: non la cita.
653,236,Argentina,Cordoba,Nostra Signora del Rosario del Milagro,1-10-1892,B.P.,sì,1,place+title+year,nuestra-senora-del-milagro-cordoba,Córdoba,Nuestra Señora del Milagro,1892,AAS,yes,ERR - Frate Anselmo: non la cita.
654,556,Italia,"San Giovanni Bianco, frazione di San Gallo",Santa Maria della Costa,23-10-1892,#,no,#,,,,,,,,Frate Anselmo: data l'incoronazione 23 ottobre 1892. Nessun riferimento in internet.
655,437,Italia,Comacchio,Santa Maria del Popolo,10-1-1893,#,no,#,,,,,,,,Frate Anselmo: data l'incoronazione 10 gennaio 1893. ERR - Frate Anselmo: la colloca a Ferrara. Nessun riferimento in internet.
656,697,Italia,Isola di San Giorgio Maggiore,"Santa Maria ""Auxilium Christianorum""",26-2-1893,Capitolo,no,#,place+title+year,maria-ausiliatrice-madonna-del-soccorso-dei-cris,"Isola di San Giorgio Maggiore, Venice",Maria Ausiliatrice (Madonna del soccorso dei Cristiani),1893,AAS,yes,Frate Anselmo: data l'incoronazione 26 febbraio 1893. Nessun riferimento in internet.
657,411,Italia,"Palma Campania, frazione di Vico di Palma",Santa Maria delle Grazie,23-4-1893,#,no,#,,,,,,,,Frate Anselmo: data l'incoronazione 23 aprile 1893. Nessun riferimento in internet.
658,353,Italia,Crotone,Santa Maria di Capo Colonna,7-5-1893,Capitolo,sì,1,,,,,,,,
659,548,Italia,Millesimo,Santa Maria del Deserto,13-5-1893,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: data l'incoronazione 14 maggio 1893.
660,369,Italia,Cerreto Sannita,Santa Maria delle Grazie,2-7-1893,#,sì,1,,,,,,,,
661,339,Inghilterra,West Grinstead,"S.M. della Consolazione, ""Solatrix Gementium""",12-7-1893,B.P.,sì,1,,,,,,,,ERR - Frate Anselmo: data l'incoronazione 26 febbraio 1893.
662,544,Italia,Riomaggiore,Santa Maria di Montenero,23-7-1893,#,no,#,,,,,,,,ERR - Frate Anselmo: data l'incoronazione 23 luglio 1893. Non fu un’incoronazione del Capitolo.
663,314,Francia,Sarrance,Nostra Signora di Sarrance,26-7-1893,B.P.,sì,1,,,,,,,,ERR - Frate Anselmo: non la cita.
664,641,Italia,Cuglieri,Santa Maria della Neve,5-8-1893,Capitolo,sì,1,place+title+year,santa-maria-della-neve-sancta-maria-ad-nives-cug,Cuglieri (Sardinia),"Santa Maria della Neve, Sancta Maria ad Nives",1893-08-05,AAS+LIT,yes,
665,431,Italia,"Alto Reno Terme, frazione di Porretta Terme",Santa Maria del Ponte,15-8-1893,B.P.,sì,1,,,,,,,,ERR - Frate Anselmo: la colloca in località Bagni della Porretta.
666,240,Austria,Innsbruck,Madonna sotto le Quattro Colonne,10-9-1893,B.P.,sì,1,,,,,,,,ERR - Frate Anselmo: non la cita.
667,446,Italia,Montiano,Santa Maria del Rosario,10-9-1893,#,no,#,,,,,,,,Frate Anselmo: data l'incoronazione 10 settembre 1893. Nessun riferimento in internet.
668,277,Francia,Clermont-Ferrand,Nostra Signora d'Orcival,3-5-1894,B.P.,sì,1,,,,,,,,ERR - Frate Anselmo: data l'incoronazione 28 gennaio 1894.
669,259,Francia,Cambrai,Nostra Signora delle Grazie,14-5-1894,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: scambia la data del decreto con quella di incoronazione.
670,309,Francia,Périgueux,Nostra Signora de la Garde,20-5-1894,#,no,#,,,,,,,,ERR - Frate Anselmo: la colloca a Périgneux o Périgueux (utilizza nomi diversi nell'elenco per località o per data) con incoronazione datata 20 maggio 1894.
671,375,Italia,Piedimonte Matese,Santa Maria Immacolata,20-5-1894,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: scambia la data del decreto con quella dell'incoronazione e la colloca a Piedimonte d'Alife.
672,588,Italia,Cantalupo nel Sannio,Santa Maria del Rosario,5-6-1894,#,no,#,,,,,,,,Frate Anselmo: data l'incoronazione 5 giugno 1894. Nessun riferimento in internet.
673,518,Italia,Ceranesi,Santa Maria della Guardia,10-6-1894,B.P.,sì,3,,,,,,,,ERR - Frate Anselmo: la colloca a Genova in Val di Polcevera.
674,685,Italia,"Baselga di Piné, frazione di Montagnaga",Santa Maria di Caravaggio,11-8-1894,#,sì,1,place+title+year,madonna-di-pine-montagnaga-di-pine,Montagnaga di Piné,Madonna di Piné,1894-08-11,LIT,yes,
675,441,Italia,Bagno di Romagna,Santa Maria del Sangue,12-8-1894,Capitolo,sì,1,,,,,,,,
676,323,Francia,Mende,Vergine Nera di Mende,15-8-1894,B.P.,sì,1,,,,,,,,ERR - Frate Anselmo: non la cita.
677,284,Francia,Châteauneuf du Faou,Nostra Signora delle Porte,26-8-1894,B.P.,sì,1,,,,,,,,ERR - Frate Anselmo: data l'incoronazione 10 dicembre 1893 e la colloca a Quimper.
678,637,Italia,Panni,Santa Maria del Bosco,27-8-1894,Capitolo,sì,1,,,,,,,,Frate Anselmo: la colloca a Bovino.
679,298,Francia,Ligny en Barrois,Nostra Signora des Vertus,25-9-1894,Capitolo,sì,1,,,,,,,,Il 17 giugno 1894 fu consegnata la richiesta al Capitolo. ERR - Frate Anselmo: data l'incoronazione 17 giugno 1894.
680,344,Italia,Massa d'Albe,Santa Maria del Fulmine,13-1-1895,#,no,#,,,,,,,,"Frate Anselmo: la colloca a Massa Corona, attuale Massa d'Albe. Frate Anselmo: data l'incoronazione 13 gennaio 1895. Nessun riferimento in internet."
681,486,Italia,Roma,Santa Maria del Bambino Gesù di Aracoeli,2-5-1895,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: data l'incoronazione 30 novembre 1895.
682,498,Italia,Roma,Madonna degli Angeli,12-5-1895,#,no,#,,,,,,,,Frate Anselmo: data l'incoronazione 12 maggio 1895. Nessun riferimento in internet.
683,673,Italia,Pontremoli,Santa Maria del Popolo,14-7-1895,#,no,#,,,,,,,,Frate Anselmo: data l'incoronazione 14 luglio 1895. Nessun riferimento in internet.
684,565,Italia,Busto Arsizio,Santa Maria dell'Aiuto,14-7-1895,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: data l'incoronazione 23 giugno 1895.
685,668,Italia,Camaiore,Madonna della Pietà,29-9-1895,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: non la cita.
686,230,Messico,Città del Messico,Nostra Signora di Guadalupe,12-10-1895,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: non la cita.
687,233,Stati Uniti d'America,New Orleans,Nostra Signora del Pronto Soccorso,10-11-1895,B.P.,sì,1,,,,,,,,ERR - Frate Anselmo: non la cita.
688,454,Italia,Reggio Emilia,Santa Maria della Ghiara,12-4-1896,#,no,#,,,,,,,,"ERR - Frate Anselmo: data l'incoronazione 12 aprile 1896, ma non è stata un'incoronazione del Capitolo Vaticano."
689,513,Italia,Castel Sant'Elia,"Santa Maria ""ad Rupes""",17-5-1896,Capitolo,sì,1,place+title,santa-maria-ad-rupes-castel-sant-elia-sancti-eli,"Castel Sant'Elia (sancti Eliae Castrum), vallis Suppentonia",Santa Maria ad Rupes,,AAS,,
690,682,Italia,Poggibonsi,Santa Maria del Romituzzo,17-6-1896,#,no,#,,,,,,,,"ERR - Frate Anselmo: data questa incoronazione 17 giugno 1896, ma è la data del decreto. L'incoronazione avverrà nel 1926."
691,252,Belgio,Huy,Nostra Signora de la Sarte,29-6-1896,B.P.,sì,1,place+title,notre-dame-de-la-sarte-huy,Huy,Notre Dame De La Sarte,1900,LIT,no,ERR - Frate Anselmo: scambia la data del decreto con la data di incoronazione e la colloca a Liegi.
692,574,Italia,Offida,Santa Maria Addolorata,30-8-1896,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: data l'incoronazione 14 giugno 1896.
693,558,Italia,Stezzano,Santa Maria dei Campi o della Preghiera,5-9-1896,Capitolo,sì,1,place+title+year,madonna-dei-campi-nostra-signora-della-preghiera,Stezzano,"Madonna dei Campi, Nostra Signora della Preghiera",1896-09-05,LIT,yes,"ERR - Frate Anselmo: la titola Santa Maria della preghiera, nel santuario dei campi. Questa è l'incoronazione valida rispetto a quella riportata da Frate Anselmo nella stessa località, ma nel 1886."
694,459,Italia,Trieste,Madonna Addolorata,20-9-1896,Capitolo,sì,#,,,,,,,,
695,466,Italia,Cori,Santa Maria del Rosario,4-10-1896,Capitolo,sì,1,,,,,,,,
696,354,Italia,Palmi,Santa Maria del Carmine,16-11-1896,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: data l'incoronazione 16 luglio 1896.
697,440,Italia,Sant'Egidio,Santa Maria del Poggetto,10-1-1897,#,no,#,,,,,,,,ERR - Frate Anselmo: scambia la data dell'incoronazione con quella del decreto. L'incoronazione avverrà nel 1901.
698,631,Italia,Conversano,Santa Maria del Fonte,24-5-1897,Capitolo,sì,1,,,,,,,,ERR - Frate Anselmo: data l'incoronazione 26 maggio 1897.
699,261,Francia,Valenciennes,Nostra Signora del Santo Cordone,7-6-1897,B.P.,sì,1,,,,,,,,ERR - Frate Anselmo. non la cita.
700,300,Francia,Parigi,Nostra Signora della Medaglia Miracolosa,26-7-1897,B.P.,sì,1,,,,,,,,
701,279,Francia,Paray le Monial,Nostra Signora di Romay,5-8-1897,B.P.,sì,1,,,,,,,,ERR - Frate Anselmo: non la cita.
702,376,Italia,Castellammare di Stabia,Santa Maria di Portosalvo,8-8-1897,Capitolo,sì,1,place+title+year,santa-maria-di-portosalvo-castellammare-di-stabi,Castellammare di Stabia (Portosalvo),Santa Maria di Portosalvo,1897-08-08,LIT,yes,
703,693,Italia,Treviso,Santa Maria delle Grazie,15-8-1897,Capitolo,sì,1,place+year,la-madonna-grande-treviso,Treviso,La Madonna Grande,1897,AAS,yes,ERR - Frate Anselmo: scambia la data del decreto con la data dell'incoronazione. Non cita l'incoronazione nell'elenco per località.
704,250,Belgio,Wavre,Nostra Signora di Basse Wavre,8-9-1897,B.P.,sì,1,,,,,,,,ERR - Frate Anselmo: non la cita.
705,445,Italia,"Galeata, frazione di Pianetto",Santa Maria dei Miracoli,30-9-1897,#,no,#,,,,,,,,Frate Anselmo: data l'incoronazione 30 settembre 1897. Nessun riferimento in internet.
706,249,Belgio,"Saint-Truiden, frazioen di Kortenbos",Nostra Signora di Kortenbos,1-5-1898,B.P.,sì,1,,,,,,,,ERR - Frate Anselmo: non la cita.
