row,id,nation,localita,titolo,data_incoronazione,autorizza,data_verificata,incoronazione,taken,why_not,image_id,image_locality,image_title,image_dates,other_sources,date_agrees,rome_alignment,annotazioni
1472,1692,Spagna,Trujillo,Vergine della Vittoria di Trujillo,18-10-1953,Capitolo,sì,1,yes,,vergine-della-vittoria-di-trujillo-virgen-de-la,Trujillo,Vergine della Vittoria di Trujillo (Virgen de la Victoria),1953-10-18,,,,ERR - Bonci: non la cita.
1473,1317,Brasile,Natal,Nostra Signora della Presentazione,21-11-1953,B.P.,sì,1,yes,,nossa-senhora-da-apresentacao-natal,Natal,Nossa Senhora da Apresentação,1953-11-21,AAS,,,ERR - Bonci: non la cita.
1474,1320,Cile,Santiago del Cile,Nostra Signora del Soccorso,25-11-1953,Capitolo,sì,1,yes,,nostra-signora-del-soccorso-nuestra-senora-del-s-2,Santiago del Cile,Nostra Signora del Soccorso (Nuestra Señora del Socorro de Santiago),1953-11-25,,,,ERR - Bonci: non la cita.
1475,1297,Argentina,Villa del Rosario,Nostra Signora del Rosario,20-2-1954,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,"ERR - Bonci: la titola: Villa Real del Rosario, la colloca a Cordoba e data l'incoronazione 20 febbraio 1954."
1476,1394,Francia,La Guerche-de-Bretagne,Notre Dame de La Guerche,6-3-1954,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,ERR - Bonci: data l'incoronazione 6 marzo 1954 e la colloca a La Guerce de Bretagne. Nessun riferimento in internet.
1477,1517,Italia,Riccia,Madonna del Carmine,6-3-1954,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,Bonci: data l'incoronazione 6 marzo 1954. Nessun riferimento in internet.
1478,1559,Italia,Catania,Immacolata Concezione,1-4-1954,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,Bonci: data l'incoronazione 1 aprile 1954. Nessun riferimento in internet.
1479,1476,Italia,"Monfalcone, frazione di Panzano",Madonna Marcelliana,4-4-1954,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,Bonci: data l'incoronazione 4 aprile 1954. ERR - Bonci: la titola: Morcelliana. Nessun riferimento in internet.
1480,1480,Italia,Sora,Madonna dello Spirito Santo,8-4-1954,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,Bonci: data l'incoronazione 8 aprile 1954 e la titola: Madonna dello Spirito Santo. Nessun riferimento in internet.
1481,1571,Italia,Chiaromonte Gulfi,Madonna di Gulfi,6-5-1954,Capitolo,sì,1,yes,,madonna-di-gulfi-chiaromonte-gulfi,Chiaromonte Gulfi,Madonna di Gulfi,1954-05-06,,,,ERR - Bonci: scambia la data del decreto con la data di incoronazione.
1482,1447,Italia,Circello,Maria Santissima del Carmelo,11-5-1954,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,ERR - Bonci: data l'incoronazione 11 maggio 1954. Nessun riferimento in internet.
1483,1630,Spagna,Siviglia,Maria Ausiliatrice,13-5-1954,B.P.,sì,1,yes,,maria-ausiliatrice-maria-auxiliadora-de-sevilla,Siviglia,Maria Ausiliatrice (Maria Auxiliadora de Sevilla),1954-05-13,,,,ERR - Bonci: non la cita.
1484,1726,Spagna,Irun,Nostra Signora delle Canne,30-5-1954,Capitolo,sì,1,yes,,nostra-signora-delle-canne-virgen-del-juncal-iru,Irun,Nostra Signora delle Canne (Virgen del Juncal),1954-05-30,,,,ERR - Bonci: data l'incoronazione 10 ottobre 1954 e la colloca a San Sebastian.
1485,1650,Spagna,Villalpando,Beata Vergine Immacolata,13-6-1954,Capitolo,sì,1,yes,,beata-vergine-immacolata-inmaculada-concepcion-v,Villalpando,Beata Vergine Immacolata (Inmaculada Concepción),1954-06-13,,,,ERR - Bonci: data l'incoronazione 30 settembre 1949 e la colloca a Zamora.
1486,1372,Filippine,Piat,Nostra Signora della Visitazione di Piat,20-6-1954,Capitolo,sì,1,yes,,nostra-signora-della-visitazione-di-piat-nuestra,Piat,Nostra Signora della Visitazione di Piat (Nuestra Señora de Visitacion de Piat),1954-06-20,,,,ERR - Bonci: data l'incoronazione 10 ottobre 1954 e la colloca a Manila.
1487,1465,Italia,Torre del Greco,Vergine Immacolata,23-6-1954,Capitolo,sì,1,yes,,vergine-immacolata-torre-del-greco,Torre del Greco,Vergine Immacolata,1954-06-23,,,,ERR - Bonci: data l'incoronazione 8 novembre 1953: è la data della supplica.
1488,1437,Italia,"Oppido Mamertina, frazione di Tresilico",Madonna delle Grazie,2-7-1954,Capitolo,sì,1,yes,,madonna-delle-grazie-oppido-mamertina-frazione-d,"Oppido Mamertina, frazione di Tresilico",Madonna delle Grazie,1954-07-02,,,,ERR - Bonci: scambia la data del decreto con la data di incoronazione.
1489,1519,Italia,Stazzano,Madonna di Montespineto,25-7-1954,Capitolo,sì,1,yes,,madonna-di-montespineto-stazzano,Stazzano,Madonna di Montespineto,1954-07-25,,,,ERR - Bonci: la colloca a Tortona e scambia la data del decreto con la data di incoronazione.
1490,1590,Malta,Qala,Immacolata Concezione della Beata Vergine Maria di Cala,1-8-1954,Capitolo,sì,1,yes,,immacolata-concezione-della-beata-vergine-maria,Qala,Immacolata Concezione della Beata Vergine Maria di Cala (Immaculate Conception),1954-08-01,,,,ERR - Bonci: data l'incoronazione 21 febbraio 1954 e la colloca a Gozo con un titolo della Madonna inesistente: Immacolata Concezione della Beata Vergine Maria di Cala.
1491,1580,Italia,"Folgaria, frazione di Costa",Vergine Santissima delle Grazie,1-8-1954,Capitolo,sì,1,yes,,domina-nostra-a-gratiis-in-folgaria-folgaria,Folgaria,Domina Nostra a gratiis in Folgaria,1954-08-01,AAS,yes,,ERR - Bonci: scambia la data del decreto con la data di incoronazione.
1492,1453,Italia,"Casamicciola Terme, località Sentinella",Madonna Immacolata,3-8-1954,Capitolo,sì,1,yes,,madonna-immacolata-casamicciola-terme-localita-s,"Casamicciola Terme, località Sentinella",Madonna Immacolata,1954-08-03,,,,ERR - Bonci: scambia la data del decreto con la data di incoronazione.
1493,1240,Canada,Trois-Rivières,Nostra Signora del Capo,12-8-1954,B.P.,sì,2,yes,,nostra-signora-del-capo-nostra-signora-dei-tre-s,Trois-Rivières,Nostra Signora del Capo (Nostra Signora dei Tre Santi Rosari),1904-10-12; 1954-08-12,,,,ERR - Bonci: non la cita.
1494,1411,Inghilterra,Walsingham,Nostra Signora di Walsingham,15-8-1954,B.P.,sì,1,yes,,nostra-signora-di-walsingham-our-lady-of-walsing,Walsingham,Nostra Signora di Walsingham (Our Lady of Walsingham),1954-08-15,,,,ERR - Bonci: non la cita.
1495,1584,Italia,Ficulle,Madonna della Maestà,22-8-1954,B.P.,sì,1,yes,,madonna-della-maesta-ficulle,Ficulle,Madonna della Maestà,1954-08-22,,,,
1496,1432,Italia,Canna,Immacolata Concezione,29-8-1954,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,Bonci: data l'incoronazione 29 agosto 1954. Nessun riferimento in internet.
1497,1501,Italia,Cividate al Piano,L'Addolorata dei Campiveri,29-8-1954,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,Bonci: data l'incoronazione 29 agosto 1954. Nessun riferimento in internet.
1498,1505,Italia,Imbersago,Madonna del Bosco,29-8-1954,B.P.,sì,1,yes,,madonna-del-bosco-imbersago,Imbersago,Madonna del Bosco,1954-08-29,AAS,yes,,ERR - Bonci: non la cita.
1499,1649,Spagna,Toro,Vergine del Canto,5-9-1954,Capitolo,sì,1,yes,,vergine-del-canto-virgen-del-canto-toro,Toro,Vergine del Canto (Virgen del Canto),1954-09-05,,,,ERR - Bonci: data l'incoronazione 23 maggio 1954 e la colloca a Zamora.
1500,1611,Spagna,Chipiona,Nostra Signora della Regola,5-9-1954,B.P.,sì,1,yes,,nostra-signora-della-regola-virgen-de-regla-chip,Chipiona,Nostra Signora della Regola (Virgen de Regla),1954-09-05,,,,ERR - Bonci: non la cita.
1501,1547,Italia,Luogosanto,Nostra Signora di Luogosanto,8-9-1954,Capitolo,sì,1,yes,,nostra-signora-di-luogosanto-regina-di-gallura-l,Luogosanto,Nostra Signora di Luogosanto (Regina di Gallura),1954-09-08,,,,ERR - Bonci: la colloca a Tempio Pausania e scambia la data del decreto con la data di incoronazione.
1502,1434,Italia,Fagnano Castello,Beata Vergine Immacolata,8-9-1954,Capitolo,sì,1,yes,,beata-vergine-immacolata-fagnano-castello,Fagnano Castello,Beata Vergine Immacolata,1954-09-08,,,,ERR - Bonci: data l'incoronazione 20 ottobre 1954.
1503,1561,Italia,Militello in Val di Catania,Madonna della Stella,8-9-1954,Capitolo,sì,1,yes,,madonna-della-stella-militello-in-val-di-catania,Militello in Val di Catania,Madonna della Stella,1954-09-08,,,,ERR - Bonci: non la cita.
1504,1684,Spagna,El Puig,Vergine degli Angeli,9-9-1954,B.P.,sì,1,yes,,vergine-degli-angeli-virgen-de-los-angeles-el-pu,El Puig,Vergine degli Angeli (Virgen de los Ángeles),1954-09-09,,,,ERR - Bonci: non la cita.
1505,1695,Spagna,Mondoñedo,Nostra Signora dei Rimedi,12-9-1954,B.P.,sì,1,yes,,nostra-signora-dei-rimedi-virgen-de-los-remedios,Mondoñedo,Nostra Signora dei Rimedi (Virgen de los Remedios),1954-09-12,,,,ERR - Bonci: non la cita.
1506,1525,Italia,Altamura,Vergine Santissima del Buoncammino,15-9-1954,Capitolo,sì,1,yes,,vergine-santissima-del-buoncammino-altamura,Altamura,Vergine Santissima del Buoncammino,1954-09-15,,,,ERR - Bonci: scambia la data del decreto con la data di incoronazione.
1507,1552,Italia,Gela,Maria Santissima d'Alemanna,19-9-1954,Capitolo,sì,1,yes,,maria-santissima-d-alemanna-madonna-della-manna,Gela,Maria Santissima d'Alemanna (Madonna della Manna),1954-09-19,,,,ERR - Bonci: data l'incoronazione 10 ottobre 1954.
1508,1478,Italia,Settefrati,Madonna di Canneto,19-9-1954,Capitolo,sì,1,yes,,madonna-di-canneto-settefrati,Settefrati,Madonna di Canneto,1954-09-19,,,,ERR - Bonci: non la cita.
1509,1507,Italia,"Vercurago, frazione di Somasca","Madonna ""Mater Orphanorum""",19-9-1954,Capitolo,sì,1,yes,,madonna-mater-orphanorum-maria-madre-degli-orfan,"Vercurago, frazione di Somasca","Madonna ""Mater Orphanorum"" (Maria Madre degli Orfani)",1954-09-19,,,,ERR - Bonci: scambia la data del decreto con la data di incoronazione.
1510,1675,Spagna,"Vallbona de les Monges, villaggio di Rocallaura",Santa Maria del Tallat,21-9-1954,B.P.,sì,1,yes,,santa-maria-del-tallat-mare-de-deu-del-tallat-va,"Vallbona de les Monges, villaggio di Rocallaura",Santa Maria del Tallat (Mare de Déu del Tallat),1954-09-21,,,,ERR - Bonci: non la cita.
1511,1427,Italia,Catanzaro,Maria Santissima Immacolata,26-9-1954,Capitolo,sì,1,yes,,maria-santissima-immacolata-madonna-della-nicchi,Catanzaro,Maria Santissima Immacolata (Madonna della Nicchia),1954-09-26,,,,
1512,1621,Spagna,Quesada,Nostra Signora de Tíscar,29-9-1954,Capitolo,sì,1,yes,,nostra-signora-de-tiscar-virgen-de-tiscar-quesad,Quesada,Nostra Signora de Tíscar (Virgen de Tíscar),1954-09-29,,,,ERR - Bonci: non la cita.
1513,1428,Italia,Curinga,Maria Santissima lmmacolata,3-10-1954,Capitolo,sì,1,yes,,maria-santissima-lmmacolata-curinga,Curinga,Maria Santissima lmmacolata,1954-10-03,,,,ERR - Bonci: data l'incoronazione 9 febbraio 1953.
1514,1283,Messico,Apizaco,Nostra Signora della Misericordia,6-10-1954,B.P.,sì,1,yes,,nostra-signora-della-misericordia-virgen-de-la-m,Apizaco,Nostra Signora della Misericordia (Virgen de la Misericordia),1954-10-06,,,,ERR - Bonci: non la cita.
1515,1313,Brasile,São João del-Rei,Nostra Signora del Pilar,12-10-1954,B.P.,sì,1,yes,,nossa-senhora-do-pilar-sao-joao-del-rei,São João del-Rei,Nossa Senhora do Pilar,1954-10-12,AAS,,,ERR - Bonci: non la cita.
1516,1710,Spagna,Anguiano,Nostra Signora di Valvanera,15-10-1954,B.P.,sì,1,yes,,nostra-signora-di-valvanera-virgen-de-valvanera,Anguiano,Nostra Signora di Valvanera (Virgen de Valvanera),1954-10-15,,,,ERR - Bonci: non la cita.
1517,1724,Spagna,Vitoria-Gasteiz,Vergine Bianca,17-10-1954,B.P.,sì,1,yes,,vergine-bianca-la-virgen-blanca-vitoria-gasteiz,Vitoria-Gasteiz,Vergine Bianca (La Virgen Blanca),1954-10-17,,,,ERR - Bonci: non la cita.
1518,1435,Italia,Luzzi,Maria Santissima Immacolata,20-10-1954,Capitolo,sì,1,yes,,maria-santissima-immacolata-luzzi,Luzzi,Maria Santissima Immacolata,1954-10-20,,,,ERR - Bonci: scambia la data del decreto con la data di incoronazione.
1519,1345,Perù,Guadalupe,Nostra Signora di Guadalupe,24-10-1954,Capitolo,sì,1,yes,,nostra-signora-di-guadalupe-nuestra-senora-de-gu-3,Guadalupe,Nostra Signora di Guadalupe (Nuestra Señora de Guadalupe de Pacasmayo),1954-10-24,,,,ERR - Bonci: la colloca a Truxillo e data l'incoronazione 10 ottobre 1954.
1520,1554,Italia,Mussomeli,Immacolata Concezione,31-10-1954,Capitolo,sì,1,yes,,immacolata-concezione-mussomeli,Mussomeli,Immacolata Concezione,1954-10-31,,,,ERR - Bonci: non la cita.
1521,1244,Messico,Aguascalientes,Immacolata Concezione di San Diego,8-11-1954,B.P.,sì,1,yes,,immacolata-concezione-di-san-diego-virgen-de-la,Aguascalientes,Immacolata Concezione di San Diego (Virgen de la Inmacolada Concepciòn),1954-11-08,,,,ERR - Bonci: non la cita.
1522,1627,Spagna,Siviglia,Nostra Signora dei Dolori,21-11-1954,B.P.,sì,1,yes,,nostra-signora-dei-dolori-virgen-de-la-amargura,Siviglia,Nostra Signora dei Dolori (Virgen de la Amargura),1954-11-21,,,,ERR - Bonci: non la cita.
1523,1570,Italia,Torretta,Santa Maria delle Grazie,25-11-1954,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,Bonci: data l'incoronazione 25 novembre 1954. Nessun riferimento in internet.
1524,1373,Filippine,Lapu-Lapu,Nostra Signora de la Regla,27-11-1954,Capitolo,sì,1,yes,,nostra-signora-de-la-regla-vergine-de-la-regla-l,Lapu-Lapu,Nostra Signora de la Regla (Vergine de la Regla),1954-11-27,,,,ERR - Bonci: scambia la data del decreto con la data di incoronazione.
1525,1375,India,"Bombay, quartiere di Bantra",Santa Maria del Monte,5-12-1954,B.P.,sì,1,yes,,our-lady-of-the-mount-bandra-bombay,"Bandra, Bombay",Our Lady of the Mount,1954-12-05,AAS,,,ERR - Bonci: non la cita.
1526,1708,Spagna,San Cristobal de La Laguna,Immacolata Concezione,5-12-1954,B.P.,sì,1,yes,,immacolata-concezione-nuestra-senora-de-la-conce,San Cristobal de La Laguna,Immacolata Concezione (Nuestra Señora de la Concepcion),1954-12-05,,,,ERR - Bonci: non la cita.
1527,1237,Guatemala,Città del Guatemala,"Immacolata Concezione, Vergine dei Re",5-12-1954,B.P.,sì,1,yes,,immacolata-concezione-vergine-dei-re-inmaculada,Città del Guatemala,"Immacolata Concezione, Vergine dei Re (Inmaculada Concepción, Virgen de los Reyes)",1954-12-05,,,,ERR - Bonci: non la cita.
1528,1714,Spagna,Yecla,Vergine del Castello,7-12-1954,B.P.,sì,1,yes,,vergine-del-castello-virgen-del-castillo-yecla,Yecla,Vergine del Castello (Virgen del Castillo),1954-12-07,,,,ERR - Bonci: non la cita.
1529,1290,Messico,Zacatecas,Immacolato Cuore di Maria,8-12-1954,B.P.,sì,1,yes,,immacolato-cuore-di-maria-purissimo-cuore-di-mar,Zacatecas,Immacolato Cuore di Maria (Purissimo Cuore di Maria),1954-12-08,,,,ERR - Bonci: non la cita.
1530,1713,Spagna,Cartagena,Immacolata Concezione,8-12-1954,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,"ERR - Bonci: la colloca a Cartagine, data l'incoronazione 10 ottobre 1954 e la titola: B. Maria Vergine Purissima Concezione."
1531,1361,Filippine,Taal,Nostra Signora di Caysasay,8-12-1954,B.P.,sì,1,yes,,nostra-signora-di-caysasay-nuestra-senora-de-cay,Taal,Nostra Signora di Caysasay (Nuestra Señora de Caysasay),1954-12-08,,,,ERR - Bonci: non la cita.
1532,1308,Bolivia,Cotoca,Nostra Signora di Cotoca,8-12-1954,B.P.,sì,1,yes,,nostra-signora-di-cotoca-virgen-de-cotoca-cotoca,Cotoca,Nostra Signora di Cotoca (Virgen de Cotoca),1954-12-08,,,,ERR - Bonci: la colloca a Santa Cruz de la Sierra; la titola: Nostra Signora di Cotogà; data l'incoronazione 15 marzo 1953.
1533,1250,Messico,Apaseo el grande,Immacolata Concezione,15-12-1954,B.P.,sì,1,yes,,immacolata-concezione-inmaculada-concepcion-apas,Apaseo el grande,Immacolata Concezione (Inmaculada Concepción),1954-12-15,,,,ERR - Bonci: non la cita.
1534,1412,Irlanda,Knock,Nostra Signora di Knock,18-12-1954,B.P.,sì,1,yes,,nostra-signora-di-knock-our-lady-of-knock-knock,Knock,Nostra Signora di Knock (Our Lady of Knock),1954-12-18,,,,ERR - Bonci: non la cita.
1535,1508,Italia,Corbetta,Madonna dei Miracoli,17-4-1955,Capitolo,sì,1,yes,,madonna-dei-miracoli-corbetta,Corbetta,Madonna dei Miracoli,1955-04-17,,,,ERR - Bonci: non la cita.
1536,1230,Costa Rica,Paraíso,Nostra Signora di Ujarrás,27-4-1955,B.P.,sì,1,yes,,nostra-signora-di-ujarras-nuestra-senora-de-la-l,Paraíso,Nostra Signora di Ujarrás (Nuestra Señora de la Limpia Concepción del Rescate de Ujarrás),1955-04-27,,,,ERR - Bonci: non la cita.
1537,1489,Italia,Bassano Romano,Madonna della Pietà,21-5-1955,Capitolo,sì,1,yes,,madonna-della-pieta-bassano-romano,Bassano Romano,Madonna della Pietà,1955-05-21,,,,ERR - Bonci: non la cita.
1538,1637,Spagna,Ampuero,Nostra Signora della Buona Apparizione,29-5-1955,B.P.,sì,1,yes,,nostra-signora-della-buona-apparizione-nuestra-s,Ampuero,Nostra Signora della Buona Apparizione (Nuestra Señora de Bien Aparecida),1955-05-29,,,,ERR - Bonci: non la cita.
1539,1674,Spagna,Balaguer,Madre di Dio del Miracolo,30-5-1955,B.P.,sì,1,yes,,madre-di-dio-del-miracolo-mare-de-deu-del-miracl,Balaguer,Madre di Dio del Miracolo (Mare de Déu del Miracle),1955-05-30,,,,ERR - Bonci: non la cita.
1540,1652,Spagna,Hellín,Nostra Signora del Rosario,31-5-1955,B.P.,sì,1,yes,,nostra-signora-del-rosario-virgen-del-rosario-he,Hellín,Nostra Signora del Rosario (Virgen del Rosario),1955-05-31,,,,ERR - Bonci: non la cita.
1541,1581,Italia,Rovereto,Maria Ausiliatrice,2-6-1955,Capitolo,sì,1,yes,,maria-ausiliatrice-rovereto,Rovereto,Maria Ausiliatrice,1955-06-02,,,,ERR - Bonci: scambia la data del decreto con la data di incoronazione.
1542,1699,Spagna,Algaida,Madre di Dio ddella Cura,5-6-1955,B.P.,sì,1,yes,,madre-di-dio-ddella-cura-mare-de-deu-de-cura-alg,Algaida,Madre di Dio ddella Cura (Mare de Déu de Cura),1955-06-05,,,,ERR - Bonci: non la cita.
1543,1641,Spagna,Arévalo,Nostra Signora dei Dolori,26-6-1955,Capitolo,sì,1,yes,,nostra-signora-dei-dolori-virgen-de-las-angustia,Arévalo,Nostra Signora dei Dolori (Virgen de las Angustias),1955-06-26,,,,ERR - Bonci: non la cita.
1544,1688,Spagna,Campanario,Nostra Signora di Piedraescrita,24-8-1955,B.P.,sì,1,yes,,nostra-signora-di-piedraescrita-virgen-de-piedra,Campanario,Nostra Signora di Piedraescrita (Virgen de Piedraescrita),1955-08-24,,,,ERR - Bonci: non la cita.
1545,1535,Italia,Manfredonia,Madonna di Siponto,28-8-1955,B.P.,sì,1,yes,,madonna-di-siponto-manfredonia,Manfredonia,Madonna di Siponto,1955-08-28,,,,ERR - Bonci: non la cita.
1546,1318,Brasile,Santos,Nostra Signora di Montserrat,8-9-1955,B.P.,sì,1,yes,,nostra-signora-di-montserrat-nossa-senhora-do-mo,Santos,Nostra Signora di Montserrat (Nossa Senhora do Monte Serrat),1955-09-08,,,,ERR - Bonci: non la cita.
1547,1662,Spagna,"Siguenza, villaggio di Barbatona",Nostra Signora della Salute,8-9-1955,Capitolo,sì,1,yes,,nostra-signora-della-salute-viergen-de-la-salud,"Siguenza, villaggio di Barbatona",Nostra Signora della Salute (Viergen de la Salud),1955-09-08,,,,ERR - Bonci: data l'incoronazione 29 agosto 1954 la colloca Seguntinae e la titola: B.M.V. Salutio Infirmorum Pop. de la Salud.
1548,1698,Spagna,Ibiza,Nostra Signora delle Nevi,9-10-1955,B.P.,sì,1,yes,,nostra-signora-delle-nevi-virgen-de-las-nieves-i,Ibiza,Nostra Signora delle Nevi (Virgen de las Nieves),1955-10-09,,,,ERR - Bonci: non la cita.
1549,1663,Spagna,Illescas,Nostra Signora della Carità,12-10-1955,Capitolo,sì,1,yes,,nostra-signora-della-carita-virgen-de-la-caridad,Illescas,Nostra Signora della Carità (Virgen de la Caridad),1955-10-12,,,,ERR - Bonci: non la cita.
1550,1599,Paesi Bassi,Haastrecht,Nostra Signora di Haastrecht,18-10-1955,Capitolo,sì,1,yes,,nostra-signora-di-haastrecht-maria-ter-weghe-haa,Haastrecht,Nostra Signora di Haastrecht (Maria ter Weghe),1955-10-18,,,,ERR - Bonci: data l'incoronazione 12 novembre 1955 e la titola: Mariae Viatricis.
1551,1587,Italia,Rovigo,Beata Vergine Addolorata,21-11-1955,Capitolo,sì,1,yes,,beata-vergine-addolorata-rovigo,Rovigo,Beata Vergine Addolorata,1955-11-21,,,,ERR - Bonci: non la cita.
1552,1234,El Salvador,Cojutepeque,Immacolata Concezione,8-12-1955,#,sì,1,yes,,immacolata-concezione-inmaculada-concepcion-coju,Cojutepeque,Immacolata Concezione (Inmaculada Concepciòn),1955-12-08,,,,"ERR - Bonci: data l'incoronazione 10 ottobre 1954, la titola: B. Vergine Immacolata Concezione e la colloca a San Salvador."
1553,1548,Italia,Sassari,Madonna della Speranza,18-12-1955,Capitolo,sì,1,yes,,madonna-della-speranza-sassari,Sassari,Madonna della Speranza,1955-12-18,,,,ERR - Bonci: scambia la data del decreto con la data di incoronazione.
1554,1363,Filippine,Ermita,Nostra Signora della Guida,30-12-1955,B.P.,sì,1,yes,,nostra-signora-della-guida-nuestra-senora-de-gui,Ermita,Nostra Signora della Guida (Nuestra Señora de Guia),1955-12-30,,,,ERR - Bonci: non la cita.
1555,1364,Filippine,Bantay,Nostra Signora della Carità,12-1-1956,B.P.,sì,1,yes,,nostra-signora-della-carita-nuestra-senora-de-la-2,Bantay,Nostra Signora della Carità (Nuestra Señora de la Caridad de Bantay),1956-01-12,,,,ERR - Bonci: non la cita.
1556,1355,Venezuela,Barquisimeto,La Divina Pastora,14-1-1956,B.P.,sì,1,yes,,la-divina-pastora-la-divina-pastora-barquisimeto,Barquisimeto,La Divina Pastora (La Divina Pastora),1956-01-14,,,,ERR - Bonci: non la cita.
1557,1232,Cuba,L'Avana,Nostra Signora della Regla,24-2-1956,B.P.,sì,1,yes,,nostra-signora-della-regla-nuestra-senora-de-la,L'Avana,Nostra Signora della Regla (Nuestra Señora de la Regla),1956-02-24,,,,ERR - Bonci: non la cita.
1558,1253,Messico,Leon,Immacolato Cuore di Maria,15-4-1956,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,ERR - Bonci: data l'incoronazione 15 aprile 1956 e la titola: Cuore di Maria.
1559,1337,Ecuador,Quito,Vergine Addolorata,22-4-1956,B.P.,sì,1,yes,,dolorosa-del-colegio-quito,Quito,Dolorosa del Colegio,1956-04-22,AAS,yes,,ERR - Bonci: non la cita.
1560,1545,Italia,Scano di Montiferro,Beata Vergine Regina di Tutti i Santi,13-5-1956,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,Bonci: data l'incoronazione 13 maggio 1956. Nessun riferimento in internet.
1561,1689,Spagna,Coria,Nostra Signora di Argeme,20-5-1956,B.P.,sì,1,yes,,nostra-signora-di-argeme-virgen-de-argeme-coria,Coria,Nostra Signora di Argeme (Virgen de Argeme),1956-05-20,,,,ERR - Bonci: non la cita.
1562,1293,Argentina,Buenos Aires,Maria Ausiliatrice,24-5-1956,B.P,sì,1,yes,,maria-ausiliatrice-maria-auxiliadora-buenos-aire,Buenos Aires,Maria Ausiliatrice (María Auxiliadora),1956-05-24,,,,ERR - Bonci: non la cita.
1563,1598,Paesi Bassi,Maastricht,Nostra Sinora della Medaglia Miracolosa,27-5-1956,B.P.,sì,1,yes,,nostra-sinora-della-medaglia-miracolosa-onze-lie,Maastricht,Nostra Sinora della Medaglia Miracolosa (Onze Lieve Vrouw van de Wonderdadige),1956-05-27,,,,ERR - Bonci: non la cita.
1564,1651,Spagna,Albacete,Vergine dei Piantoni,27-5-1956,B.P.,sì,1,yes,,vergine-dei-piantoni-virgen-de-los-llanos-albace,Albacete,Vergine dei Piantoni (Virgen de los Llanos),1956-05-27,,,,ERR - Bonci: non la cita.
1565,1716,Spagna,Corella,Nostra Signora di Villar,10-6-1956,B.P.,sì,1,yes,,nostra-signora-di-villar-virgen-del-villar-corel,Corella,Nostra Signora di Villar (Virgen del Villar),1956-06-10,,,,ERR - Bonci: non la cita.
1566,1443,Italia,Gesualdo,Vergine Santissima delle Grazie,15-7-1956,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,Bonci: data l'incoronazione 15 luglio 1956. Nessun riferimento in internet.
1567,1530,Italia,Corato,Santa Maria Greca,15-7-1956,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,Bonci: data l'incoronazione 15 luglio 1956. Nessun riferimento in internet.
1568,1245,Messico,Ciudad del Carmen,Nostra Signora del Carmine,16-7-1956,Capitolo,sì,1,yes,,nostra-signora-del-carmine-nuestra-senora-del-ca-4,Ciudad del Carmen,Nostra Signora del Carmine (Nuestra Señora del Carmen),1956-07-16,,,,ERR - Bonci: non la cita.
1569,1426,Italia,Rotonda,Madonna della Consolazione,22-7-1956,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,Bonci: data l'incoronazione 22 luglio 1956. Nessun riferimento in internet.
1570,1678,Spagna,Aspe,Nostra Signora della Neve,5-8-1956,B.P.,sì,1,yes,,nostra-signora-della-neve-virgen-de-las-nieves-a-2,Aspe,Nostra Signora della Neve (Virgen de las Nieves),1956-08-05,,,,ERR - Bonci: non la cita.
1571,1430,Italia,Rabato di Mileto,Madonna della Grotta,19-8-1956,#,no,#,no,petition refused or crowning uncertain (incoronazione #),,,,,,,,Bonci: data l'incoronazione 19 agosto 1956 e la colloca a Rabato di Mileto con titolo Madonna della Grotta.
1572,1369,Filippine,San Fernando,Nostra Signora dei Rimedi,8-9-1956,B.P.,sì,1,yes,,nostra-signora-dei-rimedi-virgen-de-los-remedios-2,San Fernando,Nostra Signora dei Rimedi (Virgen de los Remedios de Pampanga),1956-09-08,,,,ERR - Bonci: non la cita.
1573,1709,Spagna,Alfaro,"Santa Madre di Dio ""De el Burgo""",8-9-1956,B.P.,sì,1,yes,,santa-madre-di-dio-de-el-burgo-nuestra-senora-de,Alfaro,"Santa Madre di Dio ""De el Burgo"" (Nuestra Señora del Burgo)",1956-09-08,,,,ERR - Bonci: scambia la data del decreto con la data di incoronazione.
